,sent_a,sent_b,label
5002,The woman cleans every public park.,The women cleans every public park.,0.0
5003,The man works with some pedestrian.,The men works with some pedestrian.,0.0
5004,The men have revealed Christina.,The man have revealed Christina.,0.0
5005,The men weren't benefiting.,The man weren't benefiting.,0.0
5006,The child haven't loved Julie.,The children haven't loved Julie.,1.0
5007,The women is skated around every art gallery.,The woman is skated around every art gallery.,1.0
5008,The child is breaking most plates.,The children is breaking most plates.,0.0
5009,The person was leaving.,The people was leaving.,0.0
5010,The teeth tip over.,The tooth tip over.,0.0
5011,The men have admired Ronald.,The man have admired Ronald.,0.0
5012,The people was firing James.,The person was firing James.,1.0
5013,The people conspire.,The person conspire.,0.0
5014,The person debate.,The people debate.,1.0
5015,The person is firing William.,The people is firing William.,0.0
5016,The alumnus has screamed.,The alumni has screamed.,0.0
5017,The person runs around some cafe.,The people runs around some cafe.,0.0
5018,The men is complaining.,The man is complaining.,1.0
5019,The analysis were disgusting Tammy.,The analyses were disgusting Tammy.,1.0
5020,The man hide Marcus.,The men hide Marcus.,1.0
5021,The people find Kristen.,The person find Kristen.,0.0
5022,The person wasn't kissing Mark.,The people wasn't kissing Mark.,0.0
5023,The man was learning.,The men was learning.,0.0
5024,The man leave.,The men leave.,1.0
5025,The men wasn't bringing most sketches.,The man wasn't bringing most sketches.,1.0
5026,The children have researched the Great Lakes.,The child have researched the Great Lakes.,0.0
5027,The women are negotiating.,The woman are negotiating.,0.0
5028,The person have seen.,The people have seen.,1.0
5029,The child wasn't saluting.,The children wasn't saluting.,0.0
5030,The women haven't chatted.,The woman haven't chatted.,0.0
5031,The women is shrugging.,The woman is shrugging.,1.0
5032,The alumnus was firing Carla.,The alumni was firing Carla.,0.0
5033,The theses were describing some ladies.,The thesis were describing some ladies.,0.0
5034,The person researches some lake.,The people researches some lake.,0.0
5035,The man cares for Richard.,The men cares for Richard.,0.0
5036,The man has concealed Jesus.,The men has concealed Jesus.,0.0
5037,The women appreciates Harvard University.,The woman appreciates Harvard University.,1.0
5038,The man laughs.,The men laughs.,0.0
5039,The synopses disagree with Randolf.,The synopsis disagree with Randolf.,0.0
5040,The men has respected Jodi.,The man has respected Jodi.,1.0
5041,The women boasts about Carolyn.,The woman boasts about Carolyn.,1.0
5042,The man aren't exploring Spain.,The men aren't exploring Spain.,1.0
5043,The alumnus concur.,The alumni concur.,1.0
5044,The child have corresponded.,The children have corresponded.,1.0
5045,The person weren't aggravating Janice.,The people weren't aggravating Janice.,1.0
5046,The person hasn't visited Tracy.,The people hasn't visited Tracy.,0.0
5047,The people like Helen.,The person like Helen.,0.0
5048,The person tours those banks.,The people tours those banks.,0.0
5049,The man see Christine.,The men see Christine.,1.0
5050,The tooth bore Christina.,The teeth bore Christina.,1.0
5051,The medium have disgusted Cindy.,The media have disgusted Cindy.,1.0
5052,The women hunt.,The woman hunt.,0.0
5053,The men salutes.,The man salutes.,1.0
5054,The men hurts Monica.,The man hurts Monica.,0.0
5055,The child watches Sandra.,The children watches Sandra.,0.0
5056,The alumni practice.,The alumnus practice.,0.0
5057,The men hug Eva.,The man hug Eva.,0.0
5058,The women wasn't concealing Wendy.,The woman wasn't concealing Wendy.,1.0
5059,The women was weeping.,The woman was weeping.,1.0
5060,The alumni has worked with Laura.,The alumnus has worked with Laura.,1.0
5061,The child cope.,The children cope.,1.0
5062,The woman hasn't run around the art gallery.,The women hasn't run around the art gallery.,0.0
5063,The people isn't blinking.,The person isn't blinking.,1.0
5064,The man exits this grocery store.,The men exits this grocery store.,0.0
5065,The women conceal this book.,The woman conceal this book.,0.0
5066,The woman has washed.,The women has washed.,0.0
5067,The children wasn't ascending a lot of mountains.,The child wasn't ascending a lot of mountains.,1.0
5068,The men spin around.,The man spin around.,0.0
5069,The person whisper.,The people whisper.,1.0
5070,The children aren't healing all guests.,The child aren't healing all guests.,0.0
5071,The women have forgotten Melanie.,The woman have forgotten Melanie.,0.0
5072,The men have listened to Stacy.,The man have listened to Stacy.,0.0
5073,The phenomenon alarm Cindy.,The phenomena alarm Cindy.,1.0
5074,The women arrive at the lake.,The woman arrive at the lake.,0.0
5075,The person aren't descending all mountains.,The people aren't descending all mountains.,1.0
5076,The men escapes.,The man escapes.,1.0
5077,The woman haven't remembered Tiffany.,The women haven't remembered Tiffany.,1.0
5078,The men succeed.,The man succeed.,0.0
5079,The women swallows.,The woman swallows.,1.0
5080,The cactus isn't bothering Kendra.,The cacti isn't bothering Kendra.,0.0
5081,The theses criticizes the malls.,The thesis criticizes the malls.,1.0
5082,The alumni have cured Nina.,The alumnus have cured Nina.,0.0
5083,The man bother Veronica.,The men bother Veronica.,1.0
5084,The person helps Teresa.,The people helps Teresa.,0.0
5085,The man has forfeited.,The men has forfeited.,0.0
5086,The alumni was cheering.,The alumnus was cheering.,1.0
5087,The person wears the hats.,The people wears the hats.,0.0
5088,The woman worry.,The women worry.,1.0
5089,The children have visited some guest.,The child have visited some guest.,0.0
5090,The hypothesis alarms Wendy.,The hypotheses alarms Wendy.,0.0
5091,The women researches Harvard University.,The woman researches Harvard University.,1.0
5092,The child plays.,The children plays.,0.0
5093,The men has grinned.,The man has grinned.,1.0
5094,The woman wasn't scratching.,The women wasn't scratching.,0.0
5095,The synopsis isn't moving.,The synopses isn't moving.,0.0
5096,The woman haven't skated around some school.,The women haven't skated around some school.,1.0
5097,The children has taken every icicle.,The child has taken every icicle.,1.0
5098,The children arrive at some mountain.,The child arrive at some mountain.,0.0
5099,The men were disturbing Randolf.,The man were disturbing Randolf.,0.0
5100,Steven explains Kayla won't hurt herself.,Kayla explains Steven won't hurt herself.,0.0
5101,Gina explains Alan fires himself.,Alan explains Gina fires himself.,0.0
5102,Alice did think Paul hugs herself.,Paul did think Alice hugs herself.,1.0
5103,Beverly imagines Carla's ex-boyfriend hates himself.,Carla's ex-boyfriend imagines Beverly hates himself.,0.0
5104,Randolf imagines Kayla sounds like herself.,Kayla imagines Randolf sounds like herself.,0.0
5105,Tonya explains Kevin would boast about himself.,Kevin explains Tonya would boast about himself.,0.0
5106,Adam can explain Katherine will describe herself.,Katherine can explain Adam will describe herself.,0.0
5107,Every guy could say Nancy hides himself.,Nancy could say every guy hides himself.,1.0
5108,Lawrence says Claire attacks himself.,Claire says Lawrence attacks himself.,1.0
5109,Donna explains Gerald could boast about himself.,Gerald explains Donna could boast about himself.,0.0
5110,Rachel did explain Steve couldn't praise himself.,Steve did explain Rachel couldn't praise himself.,0.0
5111,Caroline would imagine Jeffrey watches herself.,Jeffrey would imagine Caroline watches herself.,1.0
5112,Wayne should think Martha conceals himself.,Martha should think Wayne conceals himself.,1.0
5113,Maria imagines Bill praises himself.,Bill imagines Maria praises himself.,0.0
5114,Jill could explain Ronald will hide himself.,Ronald could explain Jill will hide himself.,0.0
5115,Teresa imagines Liam didn't distract himself.,Liam imagines Teresa didn't distract himself.,0.0
5116,Melanie couldn't imagine Andrew's father could conceal herself.,Andrew's father couldn't imagine Melanie could conceal herself.,1.0
5117,Carmen explains Carl might approach herself.,Carl explains Carmen might approach herself.,1.0
5118,Amelia should explain George kisses himself.,George should explain Amelia kisses himself.,0.0
5119,Eric says Susan helps himself.,Susan says Eric helps himself.,1.0
5120,Diane explains Laurie's boyfriend should remember himself.,Laurie's boyfriend explains Diane should remember himself.,0.0
5121,Sandra's boyfriend thinks Tanya talks about himself.,Tanya thinks Sandra's boyfriend talks about himself.,1.0
5122,Stacey doesn't explain that man doesn't help himself.,That man doesn't explain Stacey doesn't help himself.,0.0
5123,Tammy imagines Randolf doesn't alarm himself.,Randolf imagines Tammy doesn't alarm himself.,0.0
5124,Winston Churchill's son couldn't say Kayla loves himself.,Kayla couldn't say Winston Churchill's son loves himself.,1.0
5125,Adam can't imagine Brenda did leave himself.,Brenda can't imagine Adam did leave himself.,1.0
5126,Aaron thinks Elaine cares for himself.,Elaine thinks Aaron cares for himself.,1.0
5127,Guy thinks Tanya wouldn't sound like herself.,Tanya thinks Guy wouldn't sound like herself.,0.0
5128,Andrew imagines Laurie can't conceal himself.,Laurie imagines Andrew can't conceal himself.,1.0
5129,Dana could say Bradley will like herself.,Bradley could say Dana will like herself.,1.0
5130,Diane should say Russell notices herself.,Russell should say Diane notices herself.,1.0
5131,Kathleen says Samuel won't like himself.,Samuel says Kathleen won't like himself.,0.0
5132,Donna does imagine some boy could flee from himself.,Some boy does imagine Donna could flee from himself.,0.0
5133,Gerald should imagine Christina might know himself.,Christina should imagine Gerald might know himself.,1.0
5134,Travis thinks Grace doesn't embarrass himself.,Grace thinks Travis doesn't embarrass himself.,1.0
5135,Ronald couldn't think Debra listens to herself.,Debra couldn't think Ronald listens to herself.,0.0
5136,Renee thinks Frank might work with himself.,Frank thinks Renee might work with himself.,0.0
5137,Sarah does explain Rodney didn't think about himself.,Rodney does explain Sarah didn't think about himself.,0.0
5138,Pamela will think Andrew complains about herself.,Andrew will think Pamela complains about herself.,1.0
5139,Frank's ex-girlfriend thinks Douglas complains about himself.,Douglas thinks Frank's ex-girlfriend complains about himself.,0.0
5140,Paula's nephew can think Samuel's niece should annoy himself.,Samuel's niece can think Paula's nephew should annoy himself.,1.0
5141,Sara can't imagine David cures herself.,David can't imagine Sara cures herself.,1.0
5142,James can't explain Patricia conceals himself.,Patricia can't explain James conceals himself.,1.0
5143,Florence's grandmother imagines Bradley shouldn't stun himself.,Bradley imagines Florence's grandmother shouldn't stun himself.,0.0
5144,Kenneth will imagine Cheryl visits himself.,Cheryl will imagine Kenneth visits himself.,1.0
5145,Leslie won't explain Carlos works with himself.,Carlos won't explain Leslie works with himself.,0.0
5146,Holly explains Guy describes himself.,Guy explains Holly describes himself.,0.0
5147,Teresa explains Alan should reference himself.,Alan explains Teresa should reference himself.,0.0
5148,Leslie didn't think Samuel can care for herself.,Samuel didn't think Leslie can care for herself.,1.0
5149,Jason imagines Heather could praise herself.,Heather imagines Jason could praise herself.,0.0
5150,Carolyn's husband can explain David's sister didn't bother herself.,David's sister can explain Carolyn's husband didn't bother herself.,0.0
5151,Phillip says Amelia didn't embarrass himself.,Amelia says Phillip didn't embarrass himself.,1.0
5152,Guy didn't explain Veronica could remember himself.,Veronica didn't explain Guy could remember himself.,1.0
5153,George thinks Mary remembers herself.,Mary thinks George remembers herself.,0.0
5154,Brad should imagine Sarah might embarrass herself.,Sarah should imagine Brad might embarrass herself.,0.0
5155,Timothy imagines Ella does return to herself.,Ella imagines Timothy does return to herself.,0.0
5156,Frank explains Catherine might argue about herself.,Catherine explains Frank might argue about herself.,0.0
5157,Elizabeth would imagine Curtis hides himself.,Curtis would imagine Elizabeth hides himself.,0.0
5158,Craig won't explain Janice observes himself.,Janice won't explain Craig observes himself.,1.0
5159,Craig explains every woman wouldn't respect himself.,Every woman explains Craig wouldn't respect himself.,1.0
5160,Ruth explains Derek talks about herself.,Derek explains Ruth talks about herself.,1.0
5161,Angela's ex-wife imagines that guy doesn't listen to himself.,That guy imagines Angela's ex-wife doesn't listen to himself.,0.0
5162,Diana doesn't think Keith sounds like himself.,Keith doesn't think Diana sounds like himself.,0.0
5163,Melissa imagines Vincent could respect himself.,Vincent imagines Melissa could respect himself.,0.0
5164,Holly does say Alexander does visit himself.,Alexander does say Holly does visit himself.,0.0
5165,That actress didn't say Kathleen's ex-boyfriend cures himself.,Kathleen's ex-boyfriend didn't say that actress cures himself.,0.0
5166,Mitchell thinks Stacey couldn't astound himself.,Stacey thinks Mitchell couldn't astound himself.,1.0
5167,Benjamin says Melanie will attack herself.,Melanie says Benjamin will attack herself.,0.0
5168,That woman says Noah won't worry himself.,Noah says that woman won't worry himself.,0.0
5169,Katherine can't explain Omar fires herself.,Omar can't explain Katherine fires herself.,1.0
5170,Sara doesn't think Bradley dislikes himself.,Bradley doesn't think Sara dislikes himself.,0.0
5171,Guests' ex-girlfriend imagines Heidi's ex-husband didn't disagree with herself.,Heidi's ex-husband imagines guests' ex-girlfriend didn't disagree with herself.,1.0
5172,Melinda doesn't imagine Peter will fire himself.,Peter doesn't imagine Melinda will fire himself.,0.0
5173,Richard imagines some actress disturbs herself.,Some actress imagines Richard disturbs herself.,0.0
5174,Marcus should imagine Candice wouldn't flee from himself.,Candice should imagine Marcus wouldn't flee from himself.,1.0
5175,Derek might explain Sally leaves himself.,Sally might explain Derek leaves himself.,1.0
5176,Martha will think Eric can upset himself.,Eric will think Martha can upset himself.,0.0
5177,Kevin won't imagine Carla did find himself.,Carla won't imagine Kevin did find himself.,1.0
5178,Richard thinks Tara won't admire himself.,Tara thinks Richard won't admire himself.,1.0
5179,Todd can imagine Gina helps herself.,Gina can imagine Todd helps herself.,0.0
5180,Anna imagines Stephanie's grandfather hides herself.,Stephanie's grandfather imagines Anna hides herself.,1.0
5181,Adam says Elizabeth reveals herself.,Elizabeth says Adam reveals herself.,0.0
5182,Gary doesn't explain Tiffany will hug himself.,Tiffany doesn't explain Gary will hug himself.,1.0
5183,Marla would say James conceals herself.,James would say Marla conceals herself.,1.0
5184,Carlos can't think Cynthia watches himself.,Cynthia can't think Carlos watches himself.,1.0
5185,Florence says Alan escapes from himself.,Alan says Florence escapes from himself.,0.0
5186,Lori couldn't say Patrick's son shouldn't shock himself.,Patrick's son couldn't say Lori shouldn't shock himself.,0.0
5187,Meredith will say Aaron cares for himself.,Aaron will say Meredith cares for himself.,0.0
5188,Some girl says Brian boasts about herself.,Brian says some girl boasts about herself.,1.0
5189,Danielle can't imagine Paul dislikes himself.,Paul can't imagine Danielle dislikes himself.,0.0
5190,Frank thinks Anne conceals herself.,Anne thinks Frank conceals herself.,0.0
5191,Karen can say John sounds like herself.,John can say Karen sounds like herself.,1.0
5192,A woman might explain Mark won't approach himself.,Mark might explain a woman won't approach himself.,0.0
5193,Karla thinks Edward flees from himself.,Edward thinks Karla flees from himself.,0.0
5194,Daniel couldn't think Diana won't respect himself.,Diana couldn't think Daniel won't respect himself.,1.0
5195,Brett thinks Elizabeth couldn't stun himself.,Elizabeth thinks Brett couldn't stun himself.,1.0
5196,Dan should imagine Vanessa attacks himself.,Vanessa should imagine Dan attacks himself.,1.0
5197,Carmen thinks Phillip listens to himself.,Phillip thinks Carmen listens to himself.,0.0
5198,Angela could think Steven would discover herself.,Steven could think Angela would discover herself.,1.0
5199,This lady might imagine Alan observes herself.,Alan might imagine this lady observes herself.,1.0
5200,The associations that had not worried Cynthia have ever planned to shock every actress.,The associations that had worried Cynthia have not ever planned to shock every actress.,1.0
5201,Every son of Jerry who has not insulted Jerry can ever die.,Every son of Jerry who has insulted Jerry can not ever die.,1.0
5202,Most pedestrians' tutors that have not hired Alice can ever kiss.,Most pedestrians' tutors that have hired Alice can not ever kiss.,1.0
5203,The doctor that has referenced Diane might not ever move.,The doctor that has not referenced Diane might ever move.,0.0
5204,Some glasses that did not disturb Craig could ever flatten.,Some glasses that did disturb Craig could not ever flatten.,1.0
5205,Every skirt that has disgusted Beverly had not ever unfolded.,Every skirt that has not disgusted Beverly had ever unfolded.,0.0
5206,Every plane that was aggravating this waiter could not ever accelerate.,Every plane that was not aggravating this waiter could ever accelerate.,0.0
5207,Those turtles that are not boring April could ever break those couches.,Those turtles that are boring April could not ever break those couches.,1.0
5208,Every coat that did not scare Nina has ever wrinkled.,Every coat that did scare Nina has not ever wrinkled.,1.0
5209,A lot of men who should not hate Sharon can ever struggle.,A lot of men who should hate Sharon can not ever struggle.,1.0
5210,Renee's piano teachers that had not referenced Cindy could ever refuse to perform.,Renee's piano teachers that had referenced Cindy could not ever refuse to perform.,1.0
5211,Tonya's sons who were observing Stephanie can not ever talk about Carla.,Tonya's sons who were not observing Stephanie can ever talk about Carla.,0.0
5212,Many candles that might astound Naomi did not ever fade.,Many candles that might not astound Naomi did ever fade.,0.0
5213,Jeffrey's son that has not climbed down the mountain has ever argued.,Jeffrey's son that has climbed down the mountain has not ever argued.,1.0
5214,William's senators that should complain about Jodi might not ever stretch.,William's senators that should not complain about Jodi might ever stretch.,0.0
5215,These pedestrians that are not dropping by all glaciers had ever coughed.,These pedestrians that are dropping by all glaciers had not ever coughed.,1.0
5216,Tammy's bosses who have alarmed these people had not ever spun around.,Tammy's bosses who have not alarmed these people had ever spun around.,0.0
5217,That daughter of Sarah that was annoying Dana has not ever needed to walk through Harvard University.,That daughter of Sarah that was not annoying Dana has ever needed to walk through Harvard University.,0.0
5218,The brothers of Gary that had helped Ella could not ever declare every scarf to wrinkle.,The brothers of Gary that had not helped Ella could ever declare every scarf to wrinkle.,0.0
5219,Beth's cousins who have not cared for Scott do ever turn out to reference Katherine.,Beth's cousins who have cared for Scott do not ever turn out to reference Katherine.,1.0
5220,Many grandfathers of Heather that had not remembered Jessica have ever neglected to disagree with Stacy.,Many grandfathers of Heather that had remembered Jessica have not ever neglected to disagree with Stacy.,1.0
5221,Holly's dentists that are not bringing some shoes could ever find out who discovers what is crumpling.,Holly's dentists that are bringing some shoes could not ever find out who discovers what is crumpling.,1.0
5222,Bethany's handymen who have resembled every photograph should not ever prompt Rachelle to break many skateboards.,Bethany's handymen who have not resembled every photograph should ever prompt Rachelle to break many skateboards.,0.0
5223,A lot of brothers of Anne that have loved Alan had not ever thought many organizations have discovered Heather to come here.,A lot of brothers of Anne that have not loved Alan had ever thought many organizations have discovered Heather to come here.,0.0
5224,Keith's husband that has not fired a lot of customers had ever listened to Derek.,Keith's husband that has fired a lot of customers had not ever listened to Derek.,1.0
5225,Sons of Anna who are not messing up a college campus might ever laugh.,Sons of Anna who are messing up a college campus might not ever laugh.,1.0
5226,Most people that were not driving to most high schools will ever think about who messed up some mall.,Most people that were driving to most high schools will not ever think about who messed up some mall.,1.0
5227,Kirsten's bosses who can shock Amanda did not ever investigate who isn't telephoning.,Kirsten's bosses who can not shock Amanda did ever investigate who isn't telephoning.,0.0
5228,Dan's best friend that had not disagreed with Sally has ever gotten fired.,Dan's best friend that had disagreed with Sally has not ever gotten fired.,1.0
5229,Some grandmothers of Danielle who did love Chad do not ever communicate.,Some grandmothers of Danielle who did not love Chad do ever communicate.,0.0
5230,Most ladies' contractor who is not concealing Melanie could ever badger Benjamin's boyfriend to sit down.,Most ladies' contractor who is concealing Melanie could not ever badger Benjamin's boyfriend to sit down.,1.0
5231,Anna's mentors that have not escaped from Renee should ever bother to sing.,Anna's mentors that have escaped from Renee should not ever bother to sing.,1.0
5232,Some cart that was bothering these dancers had not ever crashed.,Some cart that was not bothering these dancers had ever crashed.,0.0
5233,Some cucumber that is disgusting Tanya could not ever char.,Some cucumber that is not disgusting Tanya could ever char.,0.0
5234,Ann's guests that will reveal the dancers can not ever assemble.,Ann's guests that will not reveal the dancers can ever assemble.,0.0
5235,These apples that do not distract those guests did ever char.,These apples that do distract those guests did not ever char.,1.0
5236,A lot of shawls that did not irritate some doctor have ever existed.,A lot of shawls that did irritate some doctor have not ever existed.,1.0
5237,These friends of Brenda that had not ascended that mountain should ever say Melissa will remember what went bad.,These friends of Brenda that had ascended that mountain should not ever say Melissa will remember what went bad.,1.0
5238,Carrie's student who was not describing Andrea could ever smile.,Carrie's student who was describing Andrea could not ever smile.,1.0
5239,Those actors that had disgusted Linda will not ever try to bake.,Those actors that had not disgusted Linda will ever try to bake.,0.0
5240,A lot of waiters who are not selling the lake do ever describe Helen.,A lot of waiters who are selling the lake do not ever describe Helen.,1.0
5241,Pamela's boss that can reveal Christine can not ever advise some man's employees to heal Todd.,Pamela's boss that can not reveal Christine can ever advise some man's employees to heal Todd.,0.0
5242,Carol's French teacher who was not concealing all students has ever donated.,Carol's French teacher who was concealing all students has not ever donated.,1.0
5243,All teenagers' sons that had worn these scarves can not ever discover Meredith to pass many college campuses.,All teenagers' sons that had not worn these scarves can ever discover Meredith to pass many college campuses.,0.0
5244,Some waitress who should skate around the hill has not ever swallowed.,Some waitress who should not skate around the hill has ever swallowed.,0.0
5245,Most grandsons of Andrew that were not skated around most art galleries might ever boast.,Most grandsons of Andrew that were skated around most art galleries might not ever boast.,1.0
5246,Denise's classmates who do tour some restaurants have not ever said Rodney whispers.,Denise's classmates who do not tour some restaurants have ever said Rodney whispers.,0.0
5247,Every child's ex-husbands that would boast about Joel had not ever murmured.,Every child's ex-husbands that would not boast about Joel had ever murmured.,0.0
5248,A lot of actresses who do not approach most guests do ever bring those steps.,A lot of actresses who do approach most guests do not ever bring those steps.,1.0
5249,Every adult that has upset many legislatures had not ever shrugged.,Every adult that has not upset many legislatures had ever shrugged.,0.0
5250,The cashiers who have not disgusted the Lutherans had ever continued to read.,The cashiers who have disgusted the Lutherans had not ever continued to read.,1.0
5251,All guests who are not descending the hill will ever boycott Spain.,All guests who are descending the hill will not ever boycott Spain.,1.0
5252,This bank that is appreciating art galleries would not ever discover what haven't shocked a lot of teenagers.,This bank that is not appreciating art galleries would ever discover what haven't shocked a lot of teenagers.,0.0
5253,Those scarves that have irritated Carrie did not ever twist.,Those scarves that have not irritated Carrie did ever twist.,0.0
5254,This convertible that should not shock Elaine had ever bored the waiter.,This convertible that should shock Elaine had not ever bored the waiter.,1.0
5255,Dana's lawyer who is not running around all banks had ever disturbed Tonya.,Dana's lawyer who is running around all banks had not ever disturbed Tonya.,1.0
5256,Some students that are not revealing this picture have ever whispered.,Some students that are revealing this picture have not ever whispered.,1.0
5257,Charles's French teacher who is not boycotting this restaurant has ever climbed down this slope.,Charles's French teacher who is boycotting this restaurant has not ever climbed down this slope.,1.0
5258,Those students' associates that were not discussing most guys have ever observed Richard.,Those students' associates that were discussing most guys have not ever observed Richard.,1.0
5259,This museum that should talk to Alice had not ever fought.,This museum that should not talk to Alice had ever fought.,0.0
5260,Amy's associates who were buying a glove will not ever forget who refused to praise Renee.,Amy's associates who were not buying a glove will ever forget who refused to praise Renee.,0.0
5261,Most boys that were insulting Theodore would not ever worry.,Most boys that were not insulting Theodore would ever worry.,0.0
5262,Aaron's grandfather who is not healing the actors had ever attempted to shock Mary.,Aaron's grandfather who is healing the actors had not ever attempted to shock Mary.,1.0
5263,Adam's grandfathers who have worn all gloves could not ever insult Caroline.,Adam's grandfathers who have not worn all gloves could ever insult Caroline.,0.0
5264,Benjamin's spouse who was not finding this chair did ever forfeit.,Benjamin's spouse who was finding this chair did not ever forfeit.,1.0
5265,Christina's partner who would describe Kristin should not ever complain.,Christina's partner who would not describe Kristin should ever complain.,0.0
5266,Irene's classmate that can not break this couch had ever swayed Irene to dislike Heather.,Irene's classmate that can break this couch had not ever swayed Irene to dislike Heather.,1.0
5267,Sara's ex-wives that were hurting Jill did not ever talk.,Sara's ex-wives that were not hurting Jill did ever talk.,0.0
5268,Becky's grandfather who is not praising Stacy did ever shout.,Becky's grandfather who is praising Stacy did not ever shout.,1.0
5269,Bethany's associate that had aggravated this woman will not ever suffer.,Bethany's associate that had not aggravated this woman will ever suffer.,0.0
5270,Most pedestrians who have not admired these actresses do ever stand up.,Most pedestrians who have admired these actresses do not ever stand up.,1.0
5271,Marcus's electrician that has not revealed that mushroom does ever fail to slump over.,Marcus's electrician that has revealed that mushroom does not ever fail to slump over.,1.0
5272,Dawn's plumber that was upsetting those schools has not ever fired Thomas.,Dawn's plumber that was not upsetting those schools has ever fired Thomas.,0.0
5273,Larry's dentists that were not hugging Jodi might ever marry.,Larry's dentists that were hugging Jodi might not ever marry.,1.0
5274,Every child that was attacking Nina could not ever boast.,Every child that was not attacking Nina could ever boast.,0.0
5275,Some organizations that did hire these women have not ever fought.,Some organizations that did not hire these women have ever fought.,0.0
5276,That convertible that can irritate Elaine has not ever stopped.,That convertible that can not irritate Elaine has ever stopped.,0.0
5277,Sonia's mentee that would not discuss some museum had ever advised Kirsten's bosses to notice these turtles.,Sonia's mentee that would discuss some museum had not ever advised Kirsten's bosses to notice these turtles.,1.0
5278,Dancers who had not revealed Winston Churchill had ever pressed Elizabeth's teachers to conspire.,Dancers who had revealed Winston Churchill had not ever pressed Elizabeth's teachers to conspire.,1.0
5279,Every cup that has astounded Adam should not ever tip over.,Every cup that has not astounded Adam should ever tip over.,0.0
5280,Many high schools that have not alarmed Alicia have ever scared Alexander.,Many high schools that have alarmed Alicia have not ever scared Alexander.,1.0
5281,The Clintons' dermatologist that can not hug Carrie had ever cured Colleen.,The Clintons' dermatologist that can hug Carrie had not ever cured Colleen.,1.0
5282,A lot of windows that will not annoy Jessica have ever opened.,A lot of windows that will annoy Jessica have not ever opened.,1.0
5283,Alice's niece that is impressing Samantha has not ever come here.,Alice's niece that is not impressing Samantha has ever come here.,0.0
5284,Patricia's boss that can not respect Peter has ever found Scott to discuss some high school.,Patricia's boss that can respect Peter has not ever found Scott to discuss some high school.,1.0
5285,Elaine's plumber who has skated around the lake had not ever broken this bike.,Elaine's plumber who has not skated around the lake had ever broken this bike.,0.0
5286,Every unicycle that had shocked Claire has not ever steered.,Every unicycle that had not shocked Claire has ever steered.,0.0
5287,Elaine's electricians that do disagree with Carrie should not ever entreat Vanessa to disappear.,Elaine's electricians that do not disagree with Carrie should ever entreat Vanessa to disappear.,0.0
5288,A lot of actors who would not scare this waitress had ever swayed Cindy's handymen to aggravate Brian.,A lot of actors who would scare this waitress had not ever swayed Cindy's handymen to aggravate Brian.,1.0
5289,That lady's associate that might not flee from Maria had ever boasted about Peter.,That lady's associate that might flee from Maria had not ever boasted about Peter.,1.0
5290,A grandmother of some dancer who did reveal Grace has not ever remembered what astound Galileo.,A grandmother of some dancer who did not reveal Grace has ever remembered what astound Galileo.,0.0
5291,These cars that were stunning Scott have not ever turned.,These cars that were not stunning Scott have ever turned.,0.0
5292,Lucille's friend who is fixing that vase should not ever badger Paula to cry.,Lucille's friend who is not fixing that vase should ever badger Paula to cry.,0.0
5293,The son of Bradley who had not lifted some fish had ever learned.,The son of Bradley who had lifted some fish had not ever learned.,1.0
5294,Anne's oncologist that has boycotted those universities has not ever investigated what reacted.,Anne's oncologist that has not boycotted those universities has ever investigated what reacted.,0.0
5295,That pedestrian that is fleeing from Bill should not ever hug Craig.,That pedestrian that is not fleeing from Bill should ever hug Craig.,0.0
5296,A waitress that has walked through all schools had not ever continued to exit most museums.,A waitress that has not walked through all schools had ever continued to exit most museums.,0.0
5297,This patient who was not annoying Debra had ever known Steve.,This patient who was annoying Debra had not ever known Steve.,1.0
5298,A granddaughter of Becca that is watching Tonya has not ever lifted many ladders.,A granddaughter of Becca that is not watching Tonya has ever lifted many ladders.,0.0
5299,Sally's French teachers that had seen this couch had not ever worried.,Sally's French teachers that had not seen this couch had ever worried.,0.0
5300,There is willing to be a cat existing.,There is soon to be a cat existing.,1.0
5301,There was unable to be a fish escaping.,There was bound to be a fish escaping.,1.0
5302,There weren't about to be few prints of this eggplant scaring Paula.,There weren't unwilling to be few prints of this eggplant scaring Paula.,0.0
5303,There were hoping to be a lot of children assembling.,There were looking to be a lot of children assembling.,1.0
5304,There were ready to be some books about the Borgias disturbing this senator.,There were likely to be some books about the Borgias disturbing this senator.,1.0
5305,There can't threaten to be hair confusing Travis.,There can't want to be hair confusing Travis.,0.0
5306,There wasn't about to be a light fading.,There wasn't willing to be a light fading.,0.0
5307,There are neglecting to be many pedestrians falling asleep.,There are appearing to be many pedestrians falling asleep.,1.0
5308,There looked to be plates chipping.,There proposed to be plates chipping.,0.0
5309,There is sure to be chicken falling.,There is eager to be chicken falling.,0.0
5310,There aren't appearing to be screens disgusting that guy.,There aren't wishing to be screens disgusting that guy.,0.0
5311,There turned out to be more than three college campuses falling.,There try to be more than three college campuses falling.,0.0
5312,There proposed to be few bananas blackening.,There appear to be few bananas blackening.,1.0
5313,There didn't prove to be more than three commentaries confusing Frank.,There didn't bother to be more than three commentaries confusing Frank.,0.0
5314,There might look to be few associations answering.,There might try to be few associations answering.,0.0
5315,There were soon to be documentaries astounding Dana.,There were overjoyed to be documentaries astounding Dana.,0.0
5316,There attempt to be no cars distracting Samuel.,There looked to be no cars distracting Samuel.,1.0
